Time (s),leg
0,0
0.001,16
0.002,29
0.003,46
0.004,61
0.005,76
0.006,83
0.007,90
0.008,108
0.009,114
0.01,126
0.011,137
0.012,147
0.013,162
0.014,174
0.015,181
0.016,190
0.017,192
0.018,202
0.019,210
0.02,211
0.021,220
0.022,222
0.023,224
0.024,240
0.025,250
0.026,266
0.027,266
0.028,266
0.029,267
0.03,269
0.031,269
0.032,277
0.033,278
0.034,278
0.035,280
0.036,280
0.037,280
0.038,284
0.039,286
0.04,286
0.041,286
0.042,302
0.043,302
0.044,305
0.045,305
0.046,311
0.047,319
0.048,319
0.049,319
0.05,325
0.051,325
0.052,325
0.053,325
0.054,325
0.055,329
0.056,333
0.057,333
0.058,333
0.059,333
0.06,333
0.061,333
0.062,333
0.063,333
0.064,336
0.065,336
0.066,336
0.067,338
0.068,338
0.069,338
0.07,344
0.071,344
0.072,344
0.073,344
0.074,344
0.075,344
0.076,345
0.077,352
0.078,352
0.079,352
0.08,352
0.081,352
0.082,352
0.083,352
0.084,352
0.085,352
0.086,352
0.087,352
0.088,352
0.089,352
0.09,352
0.091,352
0.092,352
0.093,352
0.094,352
0.095,352
0.096,356
0.097,356
0.098,364
0.099,364
0.1,364
0.101,364
0.102,364
0.103,364
0.104,364
0.105,364
0.106,364
0.107,364
0.108,364
0.109,364
0.11,370
0.111,370
0.112,370
0.113,370
0.114,370
0.115,370
0.116,370
0.117,370
0.118,370
0.119,370
0.12,370
0.121,370
0.122,370
0.123,370
0.124,370
0.125,370
0.126,370
0.127,370
0.128,370
0.129,370
0.13,370
0.131,370
0.132,370
0.133,370
0.134,370
0.135,370
0.136,370
0.137,370
0.138,379
0.139,379
0.14,379
0.141,379
0.142,379
0.143,379
0.144,379
0.145,379
0.146,379
0.147,379
0.148,379
0.149,379
0.15,379
0.151,379
0.152,379
0.153,379
0.154,379
0.155,379
0.156,379
0.157,379
0.158,379
0.159,379
0.16,379
0.161,379
0.162,379
0.163,379
0.164,379
0.165,379
0.166,379
0.167,379
0.168,379
0.169,379
0.17,378
0.171,378
0.172,378
0.173,378
0.174,378
0.175,378
0.176,378
0.177,378
0.178,378
0.179,378
0.18,378
0.181,378
0.182,378
0.183,378
0.184,378
0.185,378
0.186,378
0.187,378
0.188,378
0.189,378
0.19,378
0.191,378
0.192,378
0.193,378
0.194,378
0.195,378
0.196,378
0.197,378
0.198,378
0.199,378
0.2,378
0.201,378
0.202,378
0.203,378
0.204,378
0.205,378
0.206,378
0.207,378
0.208,377
0.209,384
0.21,384
0.211,384
0.212,384
0.213,387
0.214,387
0.215,387
0.216,387
0.217,387
0.218,387
0.219,387
0.22,387
0.221,387
0.222,387
0.223,387
0.224,387
0.225,387
0.226,387
0.227,387
0.228,387
0.229,387
0.23,387
0.231,387
0.232,387
0.233,387
0.234,387
0.235,387
0.236,387
0.237,387
0.238,387
0.239,387
0.24,387
0.241,387
0.242,387
0.243,387
0.244,387
0.245,387
0.246,387
0.247,387
0.248,387
0.249,387
0.25,387
0.251,387
0.252,387
0.253,387
0.254,387
0.255,387
0.256,387
0.257,387
0.258,387
0.259,387
0.26,387
0.261,387
0.262,387
0.263,387
0.264,387
0.265,387
0.266,387
0.267,387
0.268,387
0.269,387
0.27,387
0.271,387
0.272,387
0.273,387
0.274,387
0.275,387
0.276,387
0.277,387
0.278,387
0.279,387
0.28,387
0.281,387
0.282,387
0.283,387
0.284,387
0.285,387
0.286,387
0.287,387
0.288,387
0.289,387
0.29,397
0.291,397
0.292,397
0.293,397
0.294,397
0.295,397
0.296,397
0.297,397
0.298,397
0.299,397
0.3,397
0.301,397
0.302,397
0.303,397
0.304,397
0.305,397
0.306,397
0.307,397
0.308,397
0.309,397
0.31,397
0.311,397
0.312,397
0.313,397
0.314,397
0.315,397
0.316,397
0.317,397
0.318,397
0.319,397
0.32,397
0.321,397
0.322,397
0.323,397
0.324,397
0.325,397
0.326,397
0.327,397
0.328,397
0.329,397
0.33,397
0.331,397
0.332,397
0.333,397
0.334,397
0.335,397
0.336,397
0.337,397
0.338,397
0.339,397
0.34,397
0.341,397
0.342,397
0.343,397
0.344,397
0.345,397
0.346,397
0.347,397
0.348,397
0.349,397
0.35,397
0.351,397
0.352,397
0.353,397
0.354,397
0.355,397
0.356,397
0.357,397
0.358,397
0.359,397
0.36,397
0.361,397
0.362,397
0.363,397
0.364,397
0.365,397
0.366,397
0.367,397
0.368,397
0.369,397
0.37,397
0.371,397
0.372,397
0.373,397
0.374,397
0.375,397
0.376,397
0.377,397
0.378,397
0.379,397
0.38,397
0.381,397
0.382,397
0.383,397
0.384,397
0.385,397
0.386,397
0.387,397
0.388,397
0.389,397
0.39,397
0.391,397
0.392,397
0.393,397
0.394,397
0.395,397
0.396,397
0.397,397
0.398,397
0.399,397
0.4,397
0.401,397
0.402,397
0.403,397
0.404,397
0.405,397
0.406,397
0.407,397
0.408,397
0.409,397
0.41,397
0.411,397
0.412,397
0.413,397
0.414,397
0.415,397
0.416,397
0.417,397
0.418,397
0.419,397
0.42,397
0.421,397
0.422,397
0.423,397
0.424,397
0.425,397
0.426,397
0.427,397
0.428,397
0.429,397
0.43,397
0.431,397
0.432,397
0.433,397
0.434,397
0.435,397
0.436,397
0.437,397
0.438,397
0.439,397
0.44,397
0.441,397
0.442,397
0.443,397
0.444,397
0.445,397
0.446,397
0.447,397
0.448,397
0.449,397
0.45,397
0.451,397
0.452,397
0.453,397
0.454,397
0.455,397
0.456,397
0.457,397
0.458,397
0.459,397
0.46,397
0.461,397
0.462,397
0.463,397
0.464,397
0.465,397
0.466,397
0.467,397
0.468,397
0.469,397
0.47,397
0.471,397
0.472,397
0.473,397
0.474,397
0.475,397
0.476,397
0.477,397
0.478,397
0.479,397
0.48,397
0.481,397
0.482,397
0.483,397
0.484,397
0.485,397
0.486,397
0.487,397
0.488,397
0.489,397
0.49,397
0.491,397
0.492,397
0.493,397
0.494,397
0.495,397
0.496,397
0.497,397
0.498,397
0.499,397
0.5,397
0.501,397
0.502,397
0.503,397
0.504,397
0.505,397
0.506,397
0.507,397
0.508,397
0.509,397
0.51,397
0.511,397
0.512,397
0.513,397
0.514,397
0.515,397
0.516,397
0.517,397
0.518,397
0.519,397
0.52,397
0.521,397
0.522,397
0.523,397
0.524,397
0.525,397
0.526,397
0.527,397
0.528,397
0.529,397
0.53,397
0.531,397
0.532,397
0.533,397
0.534,397
0.535,397
0.536,397
0.537,397
0.538,397
0.539,397
0.54,397
0.541,397
0.542,397
0.543,397
0.544,397
0.545,397
0.546,397
0.547,397
0.548,397
0.549,397
0.55,397
0.551,397
0.552,397
0.553,397
0.554,397
0.555,397
0.556,397
0.557,397
0.558,397
0.559,397
0.56,397
0.561,397
0.562,397
0.563,397
0.564,397
0.565,397
0.566,397
0.567,397
0.568,397
0.569,397
0.57,397
0.571,397
0.572,397
0.573,397
0.574,397
0.575,397
0.576,397
0.577,397
0.578,397
0.579,397
0.58,397
0.581,397
0.582,397
0.583,397
0.584,397
0.585,397
0.586,397
0.587,397
0.588,397
0.589,397
0.59,397
0.591,397
0.592,397
0.593,397
0.594,396
0.595,396
0.596,396
0.597,396
0.598,396
0.599,396
0.6,396
0.601,396
0.602,396
0.603,396
0.604,396
0.605,396
0.606,396
0.607,396
0.608,396
0.609,396
0.61,396
0.611,396
0.612,396
0.613,396
0.614,396
0.615,396
0.616,396
0.617,396
0.618,396
0.619,396
0.62,396
0.621,396
0.622,396
0.623,396
0.624,396
0.625,396
0.626,396
0.627,396
0.628,396
0.629,396
0.63,396
0.631,396
0.632,396
0.633,396
0.634,396
0.635,396
0.636,396
0.637,396
0.638,396
0.639,396
0.64,396
0.641,396
0.642,396
0.643,396
0.644,396
0.645,396
0.646,396
0.647,396
0.648,396
0.649,396
0.65,396
0.651,396
0.652,396
0.653,396
0.654,396
0.655,396
0.656,396
0.657,396
0.658,396
0.659,402
0.66,402
0.661,402
0.662,402
0.663,402
0.664,402
0.665,402
0.666,402
0.667,402
0.668,402
0.669,402
0.67,402
0.671,402
0.672,402
0.673,402
0.674,402
0.675,402
0.676,402
0.677,402
0.678,402
0.679,402
0.68,402
0.681,402
0.682,402
0.683,402
0.684,402
0.685,402
0.686,402
0.687,402
0.688,402
0.689,402
0.69,402
0.691,402
0.692,402
0.693,402
0.694,402
0.695,402
0.696,402
0.697,402
0.698,402
0.699,402
0.7,402
0.701,402
0.702,402
0.703,402
0.704,402
0.705,402
0.706,402
0.707,402
0.708,402
0.709,402
0.71,402
0.711,402
0.712,402
0.713,402
0.714,402
0.715,402
0.716,402
0.717,402
0.718,402
0.719,402
0.72,402
0.721,402
0.722,402
0.723,402
0.724,402
0.725,402
0.726,402
0.727,402
0.728,407
0.729,407
0.73,407
0.731,407
0.732,407
0.733,407
0.734,407
0.735,407
0.736,407
0.737,407
0.738,407
0.739,407
0.74,407
0.741,407
0.742,407
0.743,407
0.744,407
0.745,407
0.746,407
0.747,407
0.748,407
0.749,407
0.75,407
0.751,407
0.752,407
0.753,407
0.754,407
0.755,407
0.756,407
0.757,407
0.758,407
0.759,407
0.76,407
0.761,407
0.762,407
0.763,407
0.764,407
0.765,407
0.766,407
0.767,407
0.768,407
0.769,407
0.77,407
0.771,407
0.772,407
0.773,407
0.774,407
0.775,407
0.776,407
0.777,407
0.778,407
0.779,407
0.78,407
0.781,407
0.782,407
0.783,407
0.784,407
0.785,407
0.786,407
0.787,407
0.788,407
0.789,407
0.79,407
0.791,407
0.792,407
0.793,407
0.794,407
0.795,407
0.796,407
0.797,407
0.798,407
0.799,407
0.8,407
0.801,407
0.802,407
0.803,407
0.804,407
0.805,407
0.806,407
0.807,407
0.808,407
0.809,407
0.81,407
0.811,407
0.812,407
0.813,407
0.814,407
0.815,407
0.816,407
0.817,407
0.818,407
0.819,407
0.82,407
0.821,407
0.822,407
0.823,407
0.824,407
0.825,407
0.826,407
0.827,407
0.828,407
0.829,407
0.83,407
0.831,407
0.832,407
0.833,407
0.834,407
0.835,407
0.836,407
0.837,407
0.838,407
0.839,407
0.84,407
0.841,407
0.842,407
0.843,407
0.844,407
0.845,407
0.846,407
0.847,407
0.848,407
0.849,407
0.85,407
0.851,407
0.852,407
0.853,407
0.854,407
0.855,407
0.856,407
0.857,407
0.858,407
0.859,407
0.86,407
0.861,407
0.862,407
0.863,407
0.864,407
0.865,407
0.866,407
0.867,407
0.868,407
0.869,407
0.87,407
0.871,407
0.872,407
0.873,407
0.874,407
0.875,407
0.876,407
0.877,407
0.878,407
0.879,407
0.88,407
0.881,407
0.882,407
0.883,407
0.884,407
0.885,407
0.886,407
0.887,407
0.888,407
0.889,407
0.89,407
0.891,407
0.892,407
0.893,407
0.894,407
0.895,407
0.896,407
0.897,407
0.898,407
0.899,407
0.9,407
0.901,407
0.902,407
0.903,407
0.904,407
0.905,407
0.906,407
0.907,407
0.908,407
0.909,407
0.91,407
0.911,407
0.912,407
0.913,407
0.914,407
0.915,407
0.916,407
0.917,407
0.918,407
0.919,407
0.92,407
0.921,407
0.922,407
0.923,407
0.924,407
0.925,407
0.926,407
0.927,407
0.928,407
0.929,407
0.93,407
0.931,407
0.932,407
0.933,407
0.934,407
0.935,407
0.936,407
0.937,407
0.938,407
0.939,407
0.94,407
0.941,407
0.942,407
0.943,407
0.944,407
0.945,407
0.946,407
0.947,407
0.948,407
0.949,407
0.95,407
0.951,407
0.952,407
0.953,407
0.954,407
0.955,407
0.956,407
0.957,407
0.958,406
0.959,407
0.96,407
0.961,407
0.962,407
0.963,407
0.964,407
0.965,407
0.966,407
0.967,407
0.968,407
0.969,407
0.97,407
0.971,407
0.972,407
0.973,407
0.974,407
0.975,407
0.976,407
0.977,407
0.978,407
0.979,407
0.98,407
0.981,407
0.982,407
0.983,407
0.984,407
0.985,407
0.986,407
0.987,407
0.988,407
0.989,407
0.99,407
0.991,407
0.992,407
0.993,407
0.994,407
0.995,407
0.996,407
0.997,407
0.998,407
0.999,407
1,407
