Time (s): 0
200	dode: 1. 
Time (s): 0.001
181	dode: 1. 
8	dode: 2. 
1	dode: 3. 
Time (s): 0.002
144	dode: 1. 
19	dode: 2. 
6	dode: 3. 
Time (s): 0.003
129	dode: 1. 
18	dode: 2. 
3	dode: 4. 
6	dode: 3. 
1	dode: 5. 
Time (s): 0.004
120	dode: 1. 
15	dode: 2. 
1	dode: 6. 
6	dode: 4. 
1	dode: 5. 
5	dode: 3. 
Time (s): 0.005
97	dode: 1. 
21	dode: 2. 
5	dode: 4. 
1	dode: 6. 
4	dode: 5. 
5	dode: 3. 
Time (s): 0.006
87	dode: 1. 
21	dode: 2. 
6	dode: 4. 
3	dode: 6. 
2	dode: 5. 
1	dode: 7. 
4	dode: 3. 
Time (s): 0.007
72	dode: 1. 
21	dode: 2. 
6	dode: 3. 
8	dode: 4. 
4	dode: 6. 
1	dode: 5. 
1	dode: 7. 
Time (s): 0.008
61	dode: 1. 
20	dode: 2. 
6	dode: 3. 
7	dode: 4. 
4	dode: 6. 
3	dode: 5. 
2	dode: 7. 
Time (s): 0.009
51	dode: 1. 
23	dode: 2. 
5	dode: 3. 
8	dode: 4. 
4	dode: 6. 
2	dode: 5. 
2	dode: 7. 
1	dode: 8. 
Time (s): 0.01
46	dode: 1. 
22	dode: 2. 
5	dode: 3. 
2	dode: 5. 
6	dode: 4. 
3	dode: 6. 
5	dode: 7. 
1	dode: 8. 
Time (s): 0.011
39	dode: 1. 
23	dode: 2. 
4	dode: 3. 
3	dode: 5. 
5	dode: 4. 
3	dode: 6. 
6	dode: 7. 
1	dode: 8. 
Time (s): 0.012
38	dode: 1. 
22	dode: 2. 
5	dode: 3. 
3	dode: 5. 
5	dode: 4. 
3	dode: 6. 
6	dode: 7. 
1	dode: 8. 
Time (s): 0.013
34	dode: 1. 
20	dode: 2. 
5	dode: 3. 
4	dode: 6. 
6	dode: 4. 
4	dode: 7. 
2	dode: 8. 
2	dode: 5. 
1	dode: 9. 
Time (s): 0.014
32	dode: 1. 
17	dode: 2. 
5	dode: 3. 
4	dode: 8. 
6	dode: 4. 
1	dode: 10. 
2	dode: 5. 
4	dode: 7. 
1	dode: 6. 
1	dode: 9. 
Time (s): 0.015
29	dode: 1. 
5	dode: 4. 
5	dode: 3. 
3	dode: 8. 
13	dode: 2. 
3	dode: 10. 
2	dode: 5. 
4	dode: 7. 
3	dode: 6. 
Time (s): 0.016
25	dode: 1. 
6	dode: 4. 
3	dode: 3. 
3	dode: 8. 
13	dode: 2. 
2	dode: 10. 
4	dode: 7. 
3	dode: 5. 
1	dode: 11. 
3	dode: 6. 
Time (s): 0.017
24	dode: 1. 
6	dode: 4. 
2	dode: 3. 
3	dode: 8. 
5	dode: 7. 
9	dode: 2. 
2	dode: 10. 
4	dode: 5. 
1	dode: 11. 
3	dode: 6. 
Time (s): 0.018
23	dode: 1. 
5	dode: 4. 
1	dode: 3. 
3	dode: 8. 
7	dode: 7. 
9	dode: 2. 
2	dode: 10. 
4	dode: 5. 
1	dode: 11. 
2	dode: 6. 
Time (s): 0.019
8	dode: 7. 
5	dode: 4. 
1	dode: 3. 
20	dode: 1. 
4	dode: 8. 
9	dode: 2. 
2	dode: 10. 
4	dode: 5. 
1	dode: 11. 
Time (s): 0.02
8	dode: 7. 
5	dode: 4. 
1	dode: 3. 
20	dode: 1. 
4	dode: 8. 
9	dode: 2. 
2	dode: 10. 
4	dode: 5. 
1	dode: 11. 
Time (s): 0.021
7	dode: 2. 
4	dode: 4. 
2	dode: 3. 
17	dode: 1. 
5	dode: 8. 
6	dode: 7. 
2	dode: 10. 
5	dode: 5. 
1	dode: 11. 
1	dode: 9. 
Time (s): 0.022
6	dode: 2. 
4	dode: 4. 
6	dode: 5. 
17	dode: 1. 
5	dode: 8. 
6	dode: 7. 
2	dode: 10. 
1	dode: 11. 
1	dode: 9. 
1	dode: 3. 
Time (s): 0.023
5	dode: 2. 
3	dode: 4. 
6	dode: 5. 
16	dode: 1. 
5	dode: 8. 
7	dode: 7. 
2	dode: 10. 
1	dode: 11. 
1	dode: 9. 
1	dode: 3. 
Time (s): 0.024
5	dode: 2. 
3	dode: 4. 
6	dode: 5. 
15	dode: 1. 
5	dode: 8. 
7	dode: 7. 
2	dode: 10. 
1	dode: 9. 
1	dode: 3. 
1	dode: 12. 
Time (s): 0.025
4	dode: 2. 
2	dode: 4. 
6	dode: 5. 
14	dode: 1. 
5	dode: 8. 
2	dode: 10. 
8	dode: 7. 
1	dode: 9. 
1	dode: 3. 
1	dode: 12. 
Time (s): 0.026
2	dode: 3. 
2	dode: 4. 
6	dode: 5. 
6	dode: 8. 
12	dode: 1. 
3	dode: 2. 
2	dode: 10. 
7	dode: 7. 
1	dode: 9. 
1	dode: 12. 
Time (s): 0.027
2	dode: 3. 
