Time (s): 0
200	dode: 1. 
Time (s): 0.001
169	dode: 1. 
14	dode: 2. 
1	dode: 3. 
Time (s): 0.002
148	dode: 1. 
4	dode: 3. 
20	dode: 2. 
Time (s): 0.003
126	dode: 1. 
6	dode: 3. 
22	dode: 2. 
3	dode: 4. 
Time (s): 0.004
108	dode: 1. 
8	dode: 3. 
21	dode: 2. 
5	dode: 4. 
1	dode: 6. 
Time (s): 0.005
81	dode: 1. 
7	dode: 4. 
29	dode: 2. 
7	dode: 3. 
2	dode: 6. 
Time (s): 0.006
74	dode: 1. 
11	dode: 4. 
19	dode: 2. 
7	dode: 3. 
1	dode: 5. 
3	dode: 6. 
Time (s): 0.007
8	dode: 3. 
9	dode: 4. 
68	dode: 1. 
18	dode: 2. 
2	dode: 5. 
1	dode: 8. 
3	dode: 6. 
Time (s): 0.008
11	dode: 3. 
7	dode: 4. 
61	dode: 1. 
16	dode: 2. 
4	dode: 5. 
1	dode: 8. 
3	dode: 6. 
Time (s): 0.009
54	dode: 1. 
10	dode: 4. 
16	dode: 2. 
9	dode: 3. 
4	dode: 5. 
1	dode: 9. 
3	dode: 6. 
Time (s): 0.01
12	dode: 3. 
8	dode: 4. 
47	dode: 1. 
14	dode: 2. 
4	dode: 5. 
1	dode: 9. 
1	dode: 10. 
3	dode: 6. 
Time (s): 0.011
12	dode: 3. 
8	dode: 4. 
47	dode: 1. 
13	dode: 2. 
3	dode: 5. 
1	dode: 9. 
1	dode: 10. 
3	dode: 6. 
1	dode: 7. 
Time (s): 0.012
9	dode: 3. 
9	dode: 4. 
40	dode: 1. 
13	dode: 2. 
3	dode: 5. 
1	dode: 9. 
1	dode: 10. 
5	dode: 6. 
1	dode: 7. 
Time (s): 0.013
3	dode: 5. 
9	dode: 4. 
36	dode: 1. 
12	dode: 2. 
7	dode: 3. 
1	dode: 9. 
7	dode: 6. 
1	dode: 10. 
1	dode: 7. 
Time (s): 0.014
3	dode: 9. 
7	dode: 4. 
34	dode: 1. 
13	dode: 2. 
6	dode: 3. 
2	dode: 5. 
5	dode: 6. 
2	dode: 10. 
1	dode: 7. 
Time (s): 0.015
3	dode: 9. 
4	dode: 4. 
30	dode: 1. 
14	dode: 2. 
6	dode: 3. 
4	dode: 5. 
4	dode: 6. 
3	dode: 10. 
1	dode: 7. 
Time (s): 0.016
3	dode: 9. 
4	dode: 4. 
28	dode: 1. 
12	dode: 2. 
4	dode: 6. 
7	dode: 3. 
3	dode: 5. 
1	dode: 8. 
1	dode: 7. 
3	dode: 10. 
Time (s): 0.017
3	dode: 9. 
5	dode: 4. 
26	dode: 1. 
11	dode: 2. 
4	dode: 6. 
7	dode: 3. 
3	dode: 5. 
1	dode: 8. 
1	dode: 7. 
3	dode: 10. 
Time (s): 0.018
3	dode: 9. 
2	dode: 7. 
27	dode: 1. 
10	dode: 2. 
4	dode: 4. 
5	dode: 6. 
3	dode: 5. 
1	dode: 8. 
4	dode: 3. 
2	dode: 10. 
1	dode: 11. 
Time (s): 0.019
3	dode: 9. 
5	dode: 7. 
24	dode: 1. 
8	dode: 2. 
4	dode: 4. 
3	dode: 6. 
1	dode: 8. 
2	dode: 5. 
1	dode: 11. 
5	dode: 3. 
2	dode: 10. 
Time (s): 0.02
3	dode: 9. 
5	dode: 7. 
21	dode: 1. 
9	dode: 2. 
5	dode: 4. 
3	dode: 6. 
1	dode: 8. 
2	dode: 5. 
1	dode: 11. 
4	dode: 3. 
2	dode: 10. 
Time (s): 0.021
3	dode: 3. 
6	dode: 7. 
2	dode: 5. 
18	dode: 1. 
9	dode: 2. 
3	dode: 10. 
4	dode: 6. 
1	dode: 8. 
1	dode: 11. 
3	dode: 4. 
2	dode: 9. 
Time (s): 0.022
3	dode: 3. 
6	dode: 7. 
4	dode: 6. 
16	dode: 1. 
8	dode: 2. 
3	dode: 10. 
3	dode: 9. 
1	dode: 8. 
1	dode: 5. 
1	dode: 11. 
3	dode: 4. 
Time (s): 0.023
4	dode: 3. 
7	dode: 7. 
2	dode: 6. 
13	dode: 1. 
6	dode: 2. 
3	dode: 10. 
4	dode: 9. 
1	dode: 8. 
1	dode: 5. 
1	dode: 11. 
3	dode: 4. 
Time (s): 0.024
4	dode: 3. 
5	dode: 7. 
3	dode: 6. 
12	dode: 1. 
4	dode: 2. 
3	dode: 10. 
5	dode: 9. 
2	dode: 8. 
1	dode: 5. 
1	dode: 11. 
2	dode: 4. 
Time (s): 0.025
4	dode: 3. 
5	dode: 7. 
3	dode: 6. 
11	dode: 1. 
3	dode: 2. 
4	dode: 10. 
3	dode: 9. 
2	dode: 8. 
1	dode: 5. 
2	dode: 11. 
2	dode: 4. 
Time (s): 0.026
4	dode: 3. 
5	dode: 7. 
3	dode: 6. 
10	dode: 1. 
3	dode: 2. 
5	dode: 10. 
